SourceNode	SourceLayer	TargetNode	TargetLayer
Vha100-2	Layer2	Vha68-2	Layer2
Rac1	Layer2	sqh	Layer2
Rac1	Layer2	Fmr1	Layer2
Rac1	Layer2	tsr	Layer2
Rac1	Layer2	Dscam2	Layer2
Rac1	Layer2	Gdi	Layer2
Rac1	Layer2	Abl	Layer2
Rac1	Layer2	dock	Layer2
Rac1	Layer2	zip	Layer2
Rac1	Layer2	RhoGDI	Layer2
mRpS7	Layer2	ade3	Layer2
mRpS7	Layer2	CG9769	Layer2
mRpS7	Layer2	CG4882	Layer2
mRpS7	Layer2	eIF3-S8	Layer2
mRpS7	Layer2	Srp19	Layer2
mRpS7	Layer2	EfTuM	Layer2
mRpS7	Layer2	eIF3-S10	Layer2
mRpS7	Layer2	eIF-2gamma	Layer2
mRpS7	Layer2	Srp54k	Layer2
mRpS7	Layer2	eRF1	Layer2
mRpS7	Layer2	Tango7	Layer2
mRpS7	Layer2	RpLP2	Layer2
mRpS7	Layer2	eIF3-S9	Layer2
mRpS7	Layer2	RpL4	Layer2
mRpS7	Layer2	RpS10a	Layer2
mRpS7	Layer2	RpS12	Layer2
mRpS7	Layer2	RpS10b	Layer2
mRpS7	Layer2	CG7048	Layer2
mRpS7	Layer2	RpS15Ab	Layer2
mRpS7	Layer2	RpS15Aa	Layer2
mRpS7	Layer2	RpL10Ab	Layer2
mRpS7	Layer2	RpS14a	Layer2
mRpS7	Layer2	RpL18A	Layer2
mRpS7	Layer2	Rack1	Layer2
mRpS7	Layer2	RpS4	Layer2
mRpS7	Layer2	RpS17	Layer2
mRpS7	Layer2	RpL13	Layer2
mRpS7	Layer2	RpS7	Layer2
mRpS7	Layer2	RpS6	Layer2
mRpS7	Layer2	RpS8	Layer2
mRpS7	Layer2	RpS16	Layer2
mRpS7	Layer2	sta	Layer2
mRpS7	Layer2	RpS13	Layer2
mRpS7	Layer2	RpL3	Layer2
mRpS7	Layer2	RpS23	Layer2
mRpS7	Layer2	RpS27	Layer2
mRpS7	Layer2	RpL12	Layer2
mRpS7	Layer2	RpS18	Layer2
mRpS7	Layer2	RpS3A	Layer2
mRpS7	Layer2	RpS2	Layer2
mRpS7	Layer2	RpS3	Layer2
mRpS7	Layer2	RpS11	Layer2
mRpS7	Layer2	RpL11	Layer2
mRpS7	Layer2	RpL30	Layer2
mRpS7	Layer2	mRpL44	Layer2
mRpS7	Layer2	mRpS22	Layer2
mRpS7	Layer2	mRpS34	Layer2
mRpS7	Layer2	CG4679	Layer2
mRpS7	Layer2	mRpS23	Layer2
mRpS7	Layer2	bonsai	Layer2
mRpS7	Layer2	mRpS10	Layer2
mRpS7	Layer2	mRpS35	Layer2
mRpS7	Layer2	mRpL12	Layer2
mRpS7	Layer2	mRpS18B	Layer2
mRpS7	Layer2	mRpS9	Layer2
mRpS7	Layer2	mRpS5	Layer2
Prp8	Layer2	yps	Layer2
Prp8	Layer2	Srp54	Layer2
Prp8	Layer2	CG10777	Layer2
Prp8	Layer2	CG10077	Layer2
Prp8	Layer2	LS2	Layer2
Prp8	Layer2	mago	Layer2
Prp8	Layer2	Hrb98DE	Layer2
Prp8	Layer2	CG16941	Layer2
Prp8	Layer2	Tango4	Layer2
pont	Layer2	Tcp-1zeta	Layer2
pont	Layer2	Tcp-1eta	Layer2
pont	Layer2	Rpt6	Layer2
pont	Layer2	Uch-L5	Layer2
mRpL44	Layer2	mRpS34	Layer2
mRpL44	Layer2	mRpL12	Layer2
mRpL44	Layer2	bonsai	Layer2
mRpS22	Layer2	CG4882	Layer2
mRpS22	Layer2	mRpL12	Layer2
mRpS22	Layer2	mRpS10	Layer2
mRpS22	Layer2	mRpL44	Layer2
mRpS22	Layer2	mRpS34	Layer2
mRpS22	Layer2	mRpS23	Layer2
mRpS22	Layer2	bonsai	Layer2
mRpS22	Layer2	mRpS18B	Layer2
mRpS22	Layer2	mRpS9	Layer2
Cp1	Layer2	Ect3	Layer2
Cp1	Layer2	PyK	Layer2
Cp1	Layer2	Rpn5	Layer2
Cp1	Layer2	CG6891	Layer2
Cp1	Layer2	CalpB	Layer2
Cp1	Layer2	Rpn6	Layer2
Cp1	Layer2	Cat	Layer2
Cp1	Layer2	Rpt5	Layer2
cathD	Layer2	CG4572	Layer2
cathD	Layer2	CG6891	Layer2
cathD	Layer2	PyK	Layer2
cathD	Layer2	CG8258	Layer2
cathD	Layer2	Ect3	Layer2
cathD	Layer2	Pfk	Layer2
cathD	Layer2	Rpn5	Layer2
cathD	Layer2	CalpB	Layer2
cathD	Layer2	Rpt5	Layer2
cathD	Layer2	Rpn6	Layer2
cathD	Layer2	Cat	Layer2
cathD	Layer2	Sap-r	Layer2
cathD	Layer2	Cp1	Layer2
Tango4	Layer2	CG10777	Layer2
Tango4	Layer2	LS2	Layer2
Tango4	Layer2	mago	Layer2
U2A	Layer2	yps	Layer2
U2A	Layer2	CG10077	Layer2
U2A	Layer2	CG10777	Layer2
U2A	Layer2	Srp54	Layer2
U2A	Layer2	Hrb98DE	Layer2
U2A	Layer2	mago	Layer2
U2A	Layer2	LS2	Layer2
U2A	Layer2	CG16941	Layer2
U2A	Layer2	Prp8	Layer2
U2A	Layer2	Tango4	Layer2
Uba2	Layer2	Usp5	Layer2
Uba2	Layer2	Ubqn	Layer2
smt3	Layer2	tsr	Layer2
smt3	Layer2	mago	Layer2
smt3	Layer2	Ufd1-like	Layer2
smt3	Layer2	CG10777	Layer2
smt3	Layer2	CG10077	Layer2
smt3	Layer2	Rae1	Layer2
smt3	Layer2	Uba2	Layer2
zip	Layer2	sqh	Layer2
ND-15	Layer2	CG11752	Layer2
ND-15	Layer2	ND-51L1	Layer2
ND-15	Layer2	COX5A	Layer2
ND-15	Layer2	ND-51	Layer2
ND-15	Layer2	NP15.6	Layer2
ND-15	Layer2	ND-B16.6	Layer2
ND-15	Layer2	ND-PDSW	Layer2
pAbp	Layer2	rin	Layer2
pAbp	Layer2	RpL3	Layer2
pAbp	Layer2	RpL4	Layer2
pAbp	Layer2	emb	Layer2
pAbp	Layer2	Dp1	Layer2
pAbp	Layer2	RpS6	Layer2
pAbp	Layer2	tyf	Layer2
pAbp	Layer2	bel	Layer2
pAbp	Layer2	yps	Layer2
pAbp	Layer2	CG11505	Layer2
pAbp	Layer2	me31B	Layer2
eIF4G	Layer2	Dp1	Layer2
eIF4G	Layer2	kra	Layer2
eIF4G	Layer2	bel	Layer2
eIF4G	Layer2	PlexA	Layer2
eIF4G	Layer2	me31B	Layer2
eIF4G	Layer2	RpL18A	Layer2
eIF4G	Layer2	RpL12	Layer2
eIF4G	Layer2	RpS12	Layer2
eIF4G	Layer2	Hsp67Bc	Layer2
eIF4G	Layer2	RpS4	Layer2
eIF4G	Layer2	RpL11	Layer2
eIF4G	Layer2	RpS23	Layer2
eIF4G	Layer2	RpS7	Layer2
eIF4G	Layer2	RpS27	Layer2
eIF4G	Layer2	RpLP2	Layer2
eIF4G	Layer2	RpS10b	Layer2
eIF4G	Layer2	RpS10a	Layer2
eIF4G	Layer2	sta	Layer2
eIF4G	Layer2	RpS16	Layer2
eIF4G	Layer2	RpL4	Layer2
eIF4G	Layer2	RpL13	Layer2
eIF4G	Layer2	RpS18	Layer2
eIF4G	Layer2	RpS13	Layer2
eIF4G	Layer2	RpL3	Layer2
eIF4G	Layer2	RpL10Ab	Layer2
eIF4G	Layer2	RpS11	Layer2
eIF4G	Layer2	RpS8	Layer2
eIF4G	Layer2	RpS2	Layer2
eIF4G	Layer2	Hsp27	Layer2
eIF4G	Layer2	eIF-3p66	Layer2
eIF4G	Layer2	mago	Layer2
eIF4G	Layer2	Tango7	Layer2
eIF4G	Layer2	RpS3	Layer2
eIF4G	Layer2	CG5642	Layer2
eIF4G	Layer2	CG9769	Layer2
eIF4G	Layer2	Trip1	Layer2
eIF4G	Layer2	Rbp2	Layer2
eIF4G	Layer2	RpS6	Layer2
eIF4G	Layer2	alpha-Cat	Layer2
eIF4G	Layer2	eIF3-S10	Layer2
eIF4G	Layer2	eIF3-S8	Layer2
eIF4G	Layer2	eIF3-S9	Layer2
eIF4G	Layer2	pAbp	Layer2
Pfk	Layer2	CG11876	Layer2
Pfk	Layer2	CG6891	Layer2
Pfk	Layer2	Ect3	Layer2
Pfk	Layer2	Rpt5	Layer2
Pfk	Layer2	Cp1	Layer2
Pfk	Layer2	Rpn6	Layer2
Pfk	Layer2	CalpB	Layer2
Pfk	Layer2	Rpn5	Layer2
Pfk	Layer2	Cat	Layer2
Pfk	Layer2	Eno	Layer2
Pfk	Layer2	Tpi	Layer2
Pfk	Layer2	PyK	Layer2
bonsai	Layer2	RpS14a	Layer2
bonsai	Layer2	RpS16	Layer2
bonsai	Layer2	sta	Layer2
bonsai	Layer2	RpS6	Layer2
CG12262	Layer2	CG10932	Layer2
yip2	Layer2	Uch	Layer2
yip2	Layer2	AcCoAS	Layer2
yip2	Layer2	CG10932	Layer2
yip2	Layer2	CG3902	Layer2
yip2	Layer2	CG12262	Layer2
Rab5	Layer2	Mgstl	Layer2
Rab5	Layer2	CG32683	Layer2
Rab5	Layer2	Ost48	Layer2
Rab5	Layer2	CG3529	Layer2
Rab5	Layer2	Arr2	Layer2
Gdi	Layer2	Cat	Layer2
Gdi	Layer2	CG6891	Layer2
Gdi	Layer2	Pfk	Layer2
Gdi	Layer2	Rpt1	Layer2
Gdi	Layer2	Rpt5	Layer2
Gdi	Layer2	Rpn5	Layer2
Gdi	Layer2	CG8258	Layer2
Gdi	Layer2	Rpn6	Layer2
Gdi	Layer2	Rpn3	Layer2
Gdi	Layer2	PyK	Layer2
Gdi	Layer2	TER94	Layer2
Gdi	Layer2	RhoGDI	Layer2
Gdi	Layer2	Rab5	Layer2
mRpS10	Layer2	Srp54k	Layer2
mRpS10	Layer2	CG4882	Layer2
mRpS10	Layer2	RpL10Ab	Layer2
mRpS10	Layer2	RpS14a	Layer2
mRpS10	Layer2	RpS16	Layer2
mRpS10	Layer2	RpS10b	Layer2
mRpS10	Layer2	RpS13	Layer2
mRpS10	Layer2	RpS2	Layer2
mRpS10	Layer2	RpS15Aa	Layer2
mRpS10	Layer2	RpL3	Layer2
mRpS10	Layer2	RpL12	Layer2
mRpS10	Layer2	RpL13	Layer2
mRpS10	Layer2	RpS4	Layer2
mRpS10	Layer2	RpS17	Layer2
mRpS10	Layer2	RpS6	Layer2
mRpS10	Layer2	sta	Layer2
mRpS10	Layer2	mRpS23	Layer2
mRpS10	Layer2	mRpS18B	Layer2
mRpS10	Layer2	mRpS34	Layer2
mRpS10	Layer2	mRpL12	Layer2
mRpS10	Layer2	mRpL44	Layer2
mRpS10	Layer2	bonsai	Layer2
mRpS10	Layer2	mRpS9	Layer2
Srp54k	Layer2	bonsai	Layer2
Srp54k	Layer2	RpS14a	Layer2
Srp54k	Layer2	RpS15Aa	Layer2
Srp54k	Layer2	RpS17	Layer2
Srp54k	Layer2	RpL10Ab	Layer2
Srp54k	Layer2	RpS10b	Layer2
Srp54k	Layer2	RpL12	Layer2
Srp54k	Layer2	RpS4	Layer2
Srp54k	Layer2	RpS6	Layer2
Srp54k	Layer2	RpS16	Layer2
Srp54k	Layer2	RpS12	Layer2
Srp54k	Layer2	sta	Layer2
Srp54k	Layer2	Srp19	Layer2
mRpL12	Layer2	RpS14a	Layer2
mRpL12	Layer2	RpL10Ab	Layer2
mRpL12	Layer2	RpS16	Layer2
mRpL12	Layer2	sta	Layer2
mRpL12	Layer2	mRpS34	Layer2
mRpL12	Layer2	RpS15Aa	Layer2
mRpL12	Layer2	RpL12	Layer2
mRpL12	Layer2	bonsai	Layer2
Tctp	Layer2	RpS10b	Layer2
Tctp	Layer2	eEF1delta	Layer2
Tctp	Layer2	RpL10Ab	Layer2
Tctp	Layer2	RpS14a	Layer2
Tctp	Layer2	RpS15Aa	Layer2
Tctp	Layer2	RpS4	Layer2
Tctp	Layer2	RpS17	Layer2
Tctp	Layer2	sta	Layer2
Tctp	Layer2	RpS6	Layer2
Tctp	Layer2	RpS16	Layer2
Tctp	Layer2	RpL12	Layer2
Tctp	Layer2	RpS13	Layer2
Tctp	Layer2	RpS12	Layer2
Tctp	Layer2	RpS2	Layer2
Tctp	Layer2	RpL13	Layer2
eIF-2gamma	Layer2	Tcp-1zeta	Layer2
eIF-2gamma	Layer2	Tcp-1eta	Layer2
eIF-2gamma	Layer2	CG10576	Layer2
eIF-2gamma	Layer2	Cctgamma	Layer2
eIF-2gamma	Layer2	CG7033	Layer2
eIF-2gamma	Layer2	pAbp	Layer2
eIF-2gamma	Layer2	Cct5	Layer2
eIF-2gamma	Layer2	RpS14a	Layer2
eIF-2gamma	Layer2	CG8258	Layer2
eIF-2gamma	Layer2	CG33123	Layer2
eIF-2gamma	Layer2	CG1354	Layer2
eIF-2gamma	Layer2	RpS15Ab	Layer2
eIF-2gamma	Layer2	RpS15Aa	Layer2
eIF-2gamma	Layer2	T-cp1	Layer2
eIF-2gamma	Layer2	RpS17	Layer2
eIF-2gamma	Layer2	RpL10Ab	Layer2
eIF-2gamma	Layer2	RpLP2	Layer2
eIF-2gamma	Layer2	RpL18A	Layer2
eIF-2gamma	Layer2	Rbp2	Layer2
eIF-2gamma	Layer2	CG5642	Layer2
eIF-2gamma	Layer2	RpL30	Layer2
eIF-2gamma	Layer2	eIF-3p66	Layer2
eIF-2gamma	Layer2	eIF4G	Layer2
eIF-2gamma	Layer2	RpS3A	Layer2
eIF-2gamma	Layer2	CG9769	Layer2
eIF-2gamma	Layer2	RpL12	Layer2
eIF-2gamma	Layer2	RpL11	Layer2
eIF-2gamma	Layer2	RpS8	Layer2
eIF-2gamma	Layer2	RpS10a	Layer2
eIF-2gamma	Layer2	RpS10b	Layer2
eIF-2gamma	Layer2	RpL13	Layer2
eIF-2gamma	Layer2	RpS27	Layer2
eIF-2gamma	Layer2	RpS23	Layer2
eIF-2gamma	Layer2	RpS18	Layer2
eIF-2gamma	Layer2	RpS11	Layer2
eIF-2gamma	Layer2	RpS7	Layer2
eIF-2gamma	Layer2	RpL3	Layer2
eIF-2gamma	Layer2	RpS12	Layer2
eIF-2gamma	Layer2	RpL4	Layer2
eIF-2gamma	Layer2	RpS4	Layer2
eIF-2gamma	Layer2	RpS13	Layer2
eIF-2gamma	Layer2	Trip1	Layer2
eIF-2gamma	Layer2	RpS2	Layer2
eIF-2gamma	Layer2	eIF3-S10	Layer2
eIF-2gamma	Layer2	RpS16	Layer2
eIF-2gamma	Layer2	RpS6	Layer2
eIF-2gamma	Layer2	Tango7	Layer2
eIF-2gamma	Layer2	sta	Layer2
eIF-2gamma	Layer2	RpS3	Layer2
eIF-2gamma	Layer2	eIF3-S8	Layer2
eIF-2gamma	Layer2	eIF3-S9	Layer2
Uch-L5	Layer2	Usp5	Layer2
Uch-L5	Layer2	Rpt4R	Layer2
Uch-L5	Layer2	Rpn12	Layer2
Rpt4R	Layer2	Rpn12	Layer2
Prosalpha1	Layer2	Rpt4R	Layer2
Prosalpha1	Layer2	Rpn2	Layer2
Prosalpha1	Layer2	Rpn12	Layer2
Prosalpha1	Layer2	Rpn6	Layer2
Prosalpha1	Layer2	Rpt6R	Layer2
Prosalpha1	Layer2	Rpn5	Layer2
Prosalpha1	Layer2	Rpt6	Layer2
Prosalpha1	Layer2	Rpt5	Layer2
Prosalpha1	Layer2	Prosalpha6	Layer2
Prosalpha1	Layer2	Rpt2	Layer2
Prosalpha1	Layer2	Prosbeta7	Layer2
mRpS23	Layer2	CG4882	Layer2
mRpS23	Layer2	mRpL44	Layer2
mRpS23	Layer2	mRpL12	Layer2
mRpS23	Layer2	bonsai	Layer2
mRpS23	Layer2	mRpS34	Layer2
mRpS18B	Layer2	CG4882	Layer2
mRpS18B	Layer2	mRpL12	Layer2
mRpS18B	Layer2	bonsai	Layer2
mRpS18B	Layer2	mRpS34	Layer2
mRpS18B	Layer2	mRpL44	Layer2
mRpS18B	Layer2	mRpS23	Layer2
mor	Layer2	pont	Layer2
Bap55	Layer2	Uch-L5	Layer2
Bap55	Layer2	pont	Layer2
Bap55	Layer2	mor	Layer2
ade5	Layer2	CG3011	Layer2
Cg25C	Layer2	LanA	Layer2
vkg	Layer2	Glt	Layer2
vkg	Layer2	LanA	Layer2
vkg	Layer2	Ndg	Layer2
vkg	Layer2	trol	Layer2
vkg	Layer2	Cg25C	Layer2
Ufd1-like	Layer2	Ubqn	Layer2
Ufd1-like	Layer2	Usp5	Layer2
TER94	Layer2	poe	Layer2
TER94	Layer2	bel	Layer2
TER94	Layer2	Cnx99A	Layer2
TER94	Layer2	ERp60	Layer2
TER94	Layer2	Pdi	Layer2
TER94	Layer2	smt3	Layer2
TER94	Layer2	Hop	Layer2
TER94	Layer2	Hsc70-3	Layer2
TER94	Layer2	CalpB	Layer2
TER94	Layer2	Pfk	Layer2
TER94	Layer2	CG6891	Layer2
TER94	Layer2	Ect3	Layer2
TER94	Layer2	PyK	Layer2
TER94	Layer2	Rpn2	Layer2
TER94	Layer2	Cat	Layer2
TER94	Layer2	Cp1	Layer2
TER94	Layer2	me31B	Layer2
TER94	Layer2	CG8258	Layer2
TER94	Layer2	cathD	Layer2
TER94	Layer2	Ubqn	Layer2
TER94	Layer2	Rpn5	Layer2
TER94	Layer2	Rpn6	Layer2
TER94	Layer2	Rpt1	Layer2
TER94	Layer2	Rpt5	Layer2
TER94	Layer2	CG8209	Layer2
TER94	Layer2	Rpt2	Layer2
TER94	Layer2	p47	Layer2
TER94	Layer2	Ufd1-like	Layer2
ade3	Layer2	RpS15Aa	Layer2
ade3	Layer2	RpL12	Layer2
ade3	Layer2	RpS14a	Layer2
ade3	Layer2	RpL10Ab	Layer2
ade3	Layer2	su(r)	Layer2
ade3	Layer2	RpS6	Layer2
ade3	Layer2	RpS4	Layer2
ade3	Layer2	ade5	Layer2
ade3	Layer2	CG3011	Layer2
mRpS9	Layer2	CG4882	Layer2
mRpS9	Layer2	ade3	Layer2
mRpS9	Layer2	RpS14a	Layer2
mRpS9	Layer2	RpL10Ab	Layer2
mRpS9	Layer2	RpS16	Layer2
mRpS9	Layer2	sta	Layer2
mRpS9	Layer2	RpS13	Layer2
mRpS9	Layer2	RpS15Aa	Layer2
mRpS9	Layer2	RpL12	Layer2
mRpS9	Layer2	RpS2	Layer2
mRpS9	Layer2	mRpS34	Layer2
mRpS9	Layer2	mRpL44	Layer2
mRpS9	Layer2	mRpS18B	Layer2
mRpS9	Layer2	mRpS23	Layer2
mRpS9	Layer2	bonsai	Layer2
mRpS9	Layer2	mRpL12	Layer2
mRpS5	Layer2	CG11876	Layer2
mRpS5	Layer2	RpS16	Layer2
mRpS5	Layer2	RpS14a	Layer2
mRpS5	Layer2	RpL10Ab	Layer2
mRpS5	Layer2	RpLP2	Layer2
mRpS5	Layer2	CG4882	Layer2
mRpS5	Layer2	Srp54k	Layer2
mRpS5	Layer2	RpS10b	Layer2
mRpS5	Layer2	RpL4	Layer2
mRpS5	Layer2	RpS10a	Layer2
mRpS5	Layer2	RpS8	Layer2
mRpS5	Layer2	RpS13	Layer2
mRpS5	Layer2	sta	Layer2
mRpS5	Layer2	RpL3	Layer2
mRpS5	Layer2	RpL12	Layer2
mRpS5	Layer2	RpS15Aa	Layer2
mRpS5	Layer2	RpS23	Layer2
mRpS5	Layer2	RpS15Ab	Layer2
mRpS5	Layer2	RpS27	Layer2
mRpS5	Layer2	RpS7	Layer2
mRpS5	Layer2	EfTuM	Layer2
mRpS5	Layer2	RpL18A	Layer2
mRpS5	Layer2	RpL13	Layer2
mRpS5	Layer2	RpS4	Layer2
mRpS5	Layer2	RpS17	Layer2
mRpS5	Layer2	RpS6	Layer2
mRpS5	Layer2	RpS18	Layer2
mRpS5	Layer2	RpS11	Layer2
mRpS5	Layer2	RpL11	Layer2
mRpS5	Layer2	RpS3	Layer2
mRpS5	Layer2	mRpS34	Layer2
mRpS5	Layer2	mRpS18B	Layer2
mRpS5	Layer2	mRpS23	Layer2
mRpS5	Layer2	mRpS22	Layer2
mRpS5	Layer2	CG4679	Layer2
mRpS5	Layer2	mRpL44	Layer2
mRpS5	Layer2	mRpL12	Layer2
mRpS5	Layer2	mRpS10	Layer2
mRpS5	Layer2	bonsai	Layer2
mRpS5	Layer2	mRpS9	Layer2
Not1	Layer2	Iswi	Layer2
Not1	Layer2	eIF4G	Layer2
Not1	Layer2	pAbp	Layer2
Not1	Layer2	Prp8	Layer2
Not1	Layer2	me31B	Layer2
Not3	Layer2	frj	Layer2
Not3	Layer2	me31B	Layer2
Not3	Layer2	Not1	Layer2
Hsc70-3	Layer2	CG2852	Layer2
Hsc70-3	Layer2	Hsp60	Layer2
Hsc70-3	Layer2	Ost48	Layer2
Hsc70-3	Layer2	Rae1	Layer2
Hsc70-3	Layer2	CG2918	Layer2
PyK	Layer2	bel	Layer2
PyK	Layer2	poe	Layer2
PyK	Layer2	me31B	Layer2
PyK	Layer2	Men	Layer2
PyK	Layer2	Aldh	Layer2
PyK	Layer2	Ect3	Layer2
PyK	Layer2	CG6891	Layer2
PyK	Layer2	CalpB	Layer2
PyK	Layer2	ND-51	Layer2
PyK	Layer2	Rpn5	Layer2
PyK	Layer2	Vha68-2	Layer2
PyK	Layer2	Cat	Layer2
PyK	Layer2	Mdh2	Layer2
PyK	Layer2	Eno	Layer2
LanA	Layer2	LanB2	Layer2
alphaCOP	Layer2	deltaCOP	Layer2
Srp19	Layer2	RpS14a	Layer2
Srp19	Layer2	RpS15Aa	Layer2
Srp19	Layer2	RpS17	Layer2
Srp19	Layer2	RpL10Ab	Layer2
Srp19	Layer2	RpS10b	Layer2
Srp19	Layer2	RpS6	Layer2
Srp19	Layer2	RpS4	Layer2
Srp19	Layer2	sta	Layer2
Srp19	Layer2	RpS12	Layer2
Srp19	Layer2	RpL12	Layer2
Srp19	Layer2	RpS16	Layer2
Srp72	Layer2	RpS12	Layer2
Srp72	Layer2	RpS10b	Layer2
Srp72	Layer2	RpS6	Layer2
Srp72	Layer2	RpS13	Layer2
Srp72	Layer2	RpL10Ab	Layer2
Srp72	Layer2	RpL13	Layer2
Srp72	Layer2	sta	Layer2
Srp72	Layer2	RpS4	Layer2
Srp72	Layer2	RpS2	Layer2
Srp72	Layer2	RpL3	Layer2
Srp72	Layer2	RpS16	Layer2
Srp72	Layer2	RpL12	Layer2
Srp72	Layer2	Srp54k	Layer2
Srp72	Layer2	Srp19	Layer2
Hsp83	Layer2	Tcp-1zeta	Layer2
Hsp83	Layer2	Rack1	Layer2
Hsp83	Layer2	zip	Layer2
Hsp83	Layer2	ERp60	Layer2
Hsp83	Layer2	pont	Layer2
Hsp83	Layer2	Pdi	Layer2
Hsp83	Layer2	Tpi	Layer2
Hsp83	Layer2	HDAC6	Layer2
Hsp83	Layer2	bai	Layer2
Hsp83	Layer2	Cctgamma	Layer2
Hsp83	Layer2	Cnx99A	Layer2
Hsp83	Layer2	CG2918	Layer2
Hsp83	Layer2	Cct5	Layer2
Hsp83	Layer2	CG7033	Layer2
Hsp83	Layer2	Sgt	Layer2
Hsp83	Layer2	Hsp27	Layer2
Hsp83	Layer2	T-cp1	Layer2
Hsp83	Layer2	CalpB	Layer2
Hsp83	Layer2	Ect3	Layer2
Hsp83	Layer2	CG6891	Layer2
Hsp83	Layer2	Dlic	Layer2
Hsp83	Layer2	cpa	Layer2
Hsp83	Layer2	Cp1	Layer2
Hsp83	Layer2	Dhc64C	Layer2
Hsp83	Layer2	Hsp60C	Layer2
Hsp83	Layer2	cpb	Layer2
Hsp83	Layer2	cathD	Layer2
Hsp83	Layer2	Pfk	Layer2
Hsp83	Layer2	Gdi	Layer2
Hsp83	Layer2	Rac1	Layer2
Hsp83	Layer2	PyK	Layer2
Hsp83	Layer2	Rpn6	Layer2
Hsp83	Layer2	Hsp60	Layer2
Hsp83	Layer2	Rpn5	Layer2
Hsp83	Layer2	Rpt1	Layer2
Hsp83	Layer2	Rpn3	Layer2
Hsp83	Layer2	Rpt5	Layer2
Hsp83	Layer2	Hsp70Ab	Layer2
Hsp83	Layer2	Cat	Layer2
Hsp83	Layer2	CG8258	Layer2
Hsp83	Layer2	Hsc70-5	Layer2
Hsp83	Layer2	FKBP59	Layer2
Hsp83	Layer2	TER94	Layer2
Hsp83	Layer2	DnaJ-H	Layer2
Hsp83	Layer2	Hsc70-3	Layer2
Hsp83	Layer2	CG1416	Layer2
Hsp83	Layer2	Hop	Layer2
CG11089	Layer2	ade5	Layer2
CG11089	Layer2	ade3	Layer2
CG11089	Layer2	CG3011	Layer2
ERp60	Layer2	Pdi	Layer2
ERp60	Layer2	Ost48	Layer2
ERp60	Layer2	CG2852	Layer2
ERp60	Layer2	CG2918	Layer2
ERp60	Layer2	CaBP1	Layer2
ERp60	Layer2	Hsc70-3	Layer2
ERp60	Layer2	Gp93	Layer2
zetaCOP	Layer2	Klp10A	Layer2
zetaCOP	Layer2	Dlic	Layer2
zetaCOP	Layer2	p115	Layer2
zetaCOP	Layer2	cpa	Layer2
zetaCOP	Layer2	alphaCOP	Layer2
zetaCOP	Layer2	betaCOP	Layer2
zetaCOP	Layer2	deltaCOP	Layer2
COX6B	Layer2	ND-B16.6	Layer2
CG7048	Layer2	cpa	Layer2
CG7048	Layer2	Srp19	Layer2
CG7048	Layer2	Nlp	Layer2
CG7048	Layer2	mRpS23	Layer2
CG7048	Layer2	CG8498	Layer2
CG7048	Layer2	robl	Layer2
CG7048	Layer2	Tim9a	Layer2
CG7048	Layer2	eEF1delta	Layer2
CG7770	Layer2	RpS18	Layer2
CG7770	Layer2	pont	Layer2
CG7770	Layer2	CG7048	Layer2
arm	Layer2	Hsc70-3	Layer2
arm	Layer2	Prosalpha6	Layer2
arm	Layer2	Uch-L5	Layer2
arm	Layer2	Rpn5	Layer2
arm	Layer2	Prosbeta7	Layer2
arm	Layer2	Rpn12	Layer2
arm	Layer2	Rpt6R	Layer2
arm	Layer2	Rpt6	Layer2
arm	Layer2	syd	Layer2
arm	Layer2	Rpn2	Layer2
arm	Layer2	Rpn6	Layer2
arm	Layer2	Rpt1	Layer2
arm	Layer2	Rpt2	Layer2
arm	Layer2	Rpt5	Layer2
arm	Layer2	emb	Layer2
arm	Layer2	Rpt4R	Layer2
arm	Layer2	pont	Layer2
arm	Layer2	alpha-Cat	Layer2
eIF-3p66	Layer2	Tcp-1eta	Layer2
eIF-3p66	Layer2	Cct5	Layer2
eIF-3p66	Layer2	Cctgamma	Layer2
eIF-3p66	Layer2	RpS12	Layer2
eIF-3p66	Layer2	RpS16	Layer2
eIF-3p66	Layer2	RpS11	Layer2
eIF-3p66	Layer2	RpS27	Layer2
eIF-3p66	Layer2	RpS23	Layer2
eIF-3p66	Layer2	RpS10a	Layer2
eIF-3p66	Layer2	RpS10b	Layer2
eIF-3p66	Layer2	RpS13	Layer2
eIF-3p66	Layer2	RpL10Ab	Layer2
eIF-3p66	Layer2	RpL13	Layer2
eIF-3p66	Layer2	RpS7	Layer2
eIF-3p66	Layer2	RpL12	Layer2
eIF-3p66	Layer2	sta	Layer2
eIF-3p66	Layer2	RpS4	Layer2
eIF-3p66	Layer2	RpL11	Layer2
eIF-3p66	Layer2	RpS18	Layer2
eIF-3p66	Layer2	RpS2	Layer2
eIF-3p66	Layer2	RpL3	Layer2
eIF-3p66	Layer2	RpL18A	Layer2
eIF-3p66	Layer2	RpS3	Layer2
eIF-3p66	Layer2	RpL4	Layer2
eIF-3p66	Layer2	RpS6	Layer2
eIF-3p66	Layer2	CG9769	Layer2
eIF-3p66	Layer2	eIF3-S10	Layer2
eIF-3p66	Layer2	Tango7	Layer2
eIF-3p66	Layer2	eIF3-S8	Layer2
eIF-3p66	Layer2	eIF3-S9	Layer2
eIF-3p66	Layer2	Trip1	Layer2
eIF-3p66	Layer2	CG5642	Layer2
