SourceNode	SourceLayer	TargetNode	TargetLayer
ATPsynbeta	Layer2	Vha68-2	Layer2
ATPsynbeta	Layer2	EfTuM	Layer2
ATPsynbeta	Layer2	Mdh2	Layer2
ATPsynbeta	Layer2	CG9090	Layer2
ATPsynbeta	Layer2	COX5A	Layer2
ATPsynbeta	Layer2	sun	Layer2
ATPsynCF6	Layer2	Vha100-1	Layer2
ATPsynCF6	Layer2	Vha100-2	Layer2
ATPsynCF6	Layer2	NP15.6	Layer2
ATPsynCF6	Layer2	Vha68-2	Layer2
ATPsynCF6	Layer2	ND-B16.6	Layer2
ATPsynCF6	Layer2	COX6B	Layer2
ATPsynCF6	Layer2	CG11752	Layer2
ATPsynCF6	Layer2	Cyt-c-p	Layer2
ATPsynCF6	Layer2	COX4	Layer2
ATPsynCF6	Layer2	ND-PDSW	Layer2
ATPsynCF6	Layer2	COX5A	Layer2
ATPsynCF6	Layer2	sun	Layer2
ATPsynCF6	Layer2	ATPsynbeta	Layer2
CG8258	Layer2	RpS13	Layer2
CG8258	Layer2	RpL11	Layer2
CG8258	Layer2	eIF3-S9	Layer2
CG8258	Layer2	Tango7	Layer2
CG8258	Layer2	Hsp60C	Layer2
CG8258	Layer2	Rpn2	Layer2
CG8258	Layer2	RpS3	Layer2
CG8258	Layer2	RpL12	Layer2
CG8258	Layer2	RpL3	Layer2
CG8258	Layer2	Hsc70-5	Layer2
CG8258	Layer2	RpL4	Layer2
CG8258	Layer2	RpS4	Layer2
CG8258	Layer2	RpS2	Layer2
CG8258	Layer2	RpS16	Layer2
CG8258	Layer2	Hsp60	Layer2
CG8258	Layer2	CG10576	Layer2
CG8258	Layer2	Cat	Layer2
CG8258	Layer2	CG6891	Layer2
CG8258	Layer2	CalpB	Layer2
CG8258	Layer2	Ect3	Layer2
CG8258	Layer2	Cp1	Layer2
CG8258	Layer2	Pfk	Layer2
CG8258	Layer2	PyK	Layer2
CG8258	Layer2	ade3	Layer2
CG8258	Layer2	Trip1	Layer2
CG8258	Layer2	Rpt5	Layer2
CG8258	Layer2	Rpn6	Layer2
CG8258	Layer2	Rpn5	Layer2
CG8258	Layer2	Hop	Layer2
CG8258	Layer2	Cct5	Layer2
CG8258	Layer2	Cctgamma	Layer2
CG8258	Layer2	Tcp-1zeta	Layer2
CG8258	Layer2	CG7033	Layer2
CG8258	Layer2	Tcp-1eta	Layer2
CG8258	Layer2	T-cp1	Layer2
RpS7	Layer2	Rpt6R	Layer2
RpS7	Layer2	Rpt6	Layer2
RpS7	Layer2	vig	Layer2
RpS7	Layer2	eEF1delta	Layer2
RpS7	Layer2	Rpt1	Layer2
RpS7	Layer2	Rpt2	Layer2
RpS7	Layer2	ade3	Layer2
RpS7	Layer2	mRpS10	Layer2
RpS7	Layer2	Srp72	Layer2
RpS7	Layer2	mago	Layer2
RpS7	Layer2	bonsai	Layer2
RpS7	Layer2	Tctp	Layer2
RpS7	Layer2	CG5642	Layer2
RpS7	Layer2	CG9769	Layer2
RpS7	Layer2	eIF3-S10	Layer2
RpS7	Layer2	Srp54k	Layer2
RpS7	Layer2	Srp19	Layer2
RpS7	Layer2	Trip1	Layer2
RpS7	Layer2	eIF3-S9	Layer2
RpS7	Layer2	eIF3-S8	Layer2
RpS7	Layer2	Tango7	Layer2
RpS7	Layer2	RpS15Ab	Layer2
RpS7	Layer2	RpS10a	Layer2
RpS7	Layer2	RpS15Aa	Layer2
RpS7	Layer2	RpS14a	Layer2
RpS7	Layer2	RpL4	Layer2
RpS7	Layer2	RpL13	Layer2
RpS7	Layer2	sta	Layer2
RpS7	Layer2	RpS2	Layer2
RpS7	Layer2	RpS23	Layer2
RpS7	Layer2	RpS16	Layer2
RpS7	Layer2	RpL10Ab	Layer2
RpS7	Layer2	RpS6	Layer2
RpS7	Layer2	RpS18	Layer2
RpS7	Layer2	RpL11	Layer2
RpS7	Layer2	RpS12	Layer2
RpS7	Layer2	RpS4	Layer2
RpS7	Layer2	RpS3	Layer2
RpS7	Layer2	RpS13	Layer2
RpS7	Layer2	RpS27	Layer2
RpS7	Layer2	RpL3	Layer2
RpS7	Layer2	RpS10b	Layer2
RpS7	Layer2	RpS17	Layer2
RpS7	Layer2	RpL18A	Layer2
RpS7	Layer2	RpS11	Layer2
RpS7	Layer2	RpL12	Layer2
RpL10	Layer2	mRpS10	Layer2
RpL10	Layer2	ade3	Layer2
RpL10	Layer2	Cct5	Layer2
RpL10	Layer2	mRpS5	Layer2
RpL10	Layer2	eEF1delta	Layer2
RpL10	Layer2	mRpL12	Layer2
RpL10	Layer2	mRpS9	Layer2
RpL10	Layer2	Ef1beta	Layer2
RpL10	Layer2	eIF4G	Layer2
RpL10	Layer2	Srp72	Layer2
RpL10	Layer2	mago	Layer2
RpL10	Layer2	Rbp2	Layer2
RpL10	Layer2	eIF3-S10	Layer2
RpL10	Layer2	eIF3-S8	Layer2
RpL10	Layer2	CG5642	Layer2
RpL10	Layer2	CG10576	Layer2
RpL10	Layer2	Tango7	Layer2
RpL10	Layer2	Trip1	Layer2
RpL10	Layer2	Srp19	Layer2
RpL10	Layer2	mRpS7	Layer2
RpL10	Layer2	eIF-2gamma	Layer2
RpL10	Layer2	Elf	Layer2
RpL10	Layer2	eIF-3p66	Layer2
RpL10	Layer2	CG9769	Layer2
RpL10	Layer2	eIF3-S9	Layer2
RpL10	Layer2	Srp54k	Layer2
RpL10	Layer2	eRF1	Layer2
RpL10	Layer2	RpS15Ab	Layer2
RpL10	Layer2	Tctp	Layer2
RpL10	Layer2	RpS14a	Layer2
RpL10	Layer2	RpS15Aa	Layer2
RpL10	Layer2	RpS10b	Layer2
RpL10	Layer2	RpS17	Layer2
RpL10	Layer2	RpL13	Layer2
RpL10	Layer2	RpS8	Layer2
RpL10	Layer2	RpS16	Layer2
RpL10	Layer2	sta	Layer2
RpL10	Layer2	RpL12	Layer2
RpL10	Layer2	RpS3	Layer2
RpL10	Layer2	RpL4	Layer2
RpL10	Layer2	RpS27	Layer2
RpL10	Layer2	RpL3	Layer2
RpL10	Layer2	RpS12	Layer2
RpL10	Layer2	RpL11	Layer2
RpL10	Layer2	RpLP2	Layer2
RpL10	Layer2	RpL18A	Layer2
RpL10	Layer2	RpL26	Layer2
RpL10	Layer2	RpS4	Layer2
RpL10	Layer2	Rack1	Layer2
RpL10	Layer2	RpS3A	Layer2
RpL10	Layer2	RpS11	Layer2
RpL10	Layer2	RpS13	Layer2
RpL10	Layer2	RpS10a	Layer2
RpL10	Layer2	RpL30	Layer2
RpL10	Layer2	RpS2	Layer2
RpL10	Layer2	RpS18	Layer2
RpL10	Layer2	RpS23	Layer2
RpL10	Layer2	RpL10Ab	Layer2
RpL10	Layer2	RpS6	Layer2
RpL10	Layer2	RpS7	Layer2
Aats-asp	Layer2	CG5642	Layer2
Aats-asp	Layer2	CG31739	Layer2
Aats-asp	Layer2	CG33123	Layer2
Aats-asp	Layer2	Aats-arg	Layer2
Aats-asp	Layer2	Aats-ile	Layer2
CG33123	Layer2	Aats-arg	Layer2
Aats-ile	Layer2	CG33123	Layer2
Aats-ile	Layer2	Aats-arg	Layer2
RpS8	Layer2	T-cp1	Layer2
RpS8	Layer2	vig	Layer2
RpS8	Layer2	Rpn2	Layer2
RpS8	Layer2	Cct5	Layer2
RpS8	Layer2	eEF1delta	Layer2
RpS8	Layer2	mRpS10	Layer2
RpS8	Layer2	CG8258	Layer2
RpS8	Layer2	Tcp-1eta	Layer2
RpS8	Layer2	bonsai	Layer2
RpS8	Layer2	CG7033	Layer2
RpS8	Layer2	ade3	Layer2
RpS8	Layer2	CG10576	Layer2
RpS8	Layer2	Srp72	Layer2
RpS8	Layer2	mago	Layer2
RpS8	Layer2	Rbp2	Layer2
RpS8	Layer2	Nacalpha	Layer2
RpS8	Layer2	CG5642	Layer2
RpS8	Layer2	eIF-3p66	Layer2
RpS8	Layer2	Srp54k	Layer2
RpS8	Layer2	Srp19	Layer2
RpS8	Layer2	eIF3-S10	Layer2
RpS8	Layer2	Tctp	Layer2
RpS8	Layer2	Trip1	Layer2
RpS8	Layer2	Tango7	Layer2
RpS8	Layer2	eIF3-S8	Layer2
RpS8	Layer2	CG9769	Layer2
RpS8	Layer2	eIF3-S9	Layer2
RpS8	Layer2	RpL13	Layer2
RpS8	Layer2	RpS17	Layer2
RpS8	Layer2	RpL11	Layer2
RpS8	Layer2	RpS12	Layer2
RpS8	Layer2	RpL4	Layer2
RpS8	Layer2	RpS3	Layer2
RpS8	Layer2	RpS27	Layer2
RpS8	Layer2	RpS18	Layer2
RpS8	Layer2	RpS2	Layer2
RpS8	Layer2	RpS13	Layer2
RpS8	Layer2	RpS7	Layer2
RpS8	Layer2	RpS6	Layer2
RpS8	Layer2	sta	Layer2
RpS8	Layer2	RpL10Ab	Layer2
RpS8	Layer2	RpS10b	Layer2
RpS8	Layer2	RpS10a	Layer2
RpS8	Layer2	RpS14a	Layer2
RpS8	Layer2	RpS4	Layer2
RpS8	Layer2	RpL12	Layer2
RpS8	Layer2	RpS11	Layer2
RpS8	Layer2	RpL18A	Layer2
RpS8	Layer2	RpLP2	Layer2
RpS8	Layer2	RpL3	Layer2
RpS8	Layer2	RpS23	Layer2
RpS8	Layer2	RpS15Ab	Layer2
RpS8	Layer2	RpS15Aa	Layer2
RpS8	Layer2	RpS16	Layer2
Rpt6	Layer2	Ubqn	Layer2
Rpt6	Layer2	RpS4	Layer2
Rpt6	Layer2	Uch-L5	Layer2
Rpt6	Layer2	Rpt4R	Layer2
Rpt6	Layer2	Rpn12	Layer2
Rpn3	Layer2	bel	Layer2
Rpn3	Layer2	Ubqn	Layer2
Rpn3	Layer2	CalpB	Layer2
Rpn3	Layer2	Ect3	Layer2
Rpn3	Layer2	Pfk	Layer2
Rpn3	Layer2	CG6891	Layer2
Rpn3	Layer2	Cat	Layer2
Rpn3	Layer2	Cp1	Layer2
Rpn3	Layer2	PyK	Layer2
Rpn3	Layer2	arm	Layer2
Rpn3	Layer2	cathD	Layer2
Rpn3	Layer2	CG8258	Layer2
Rpn3	Layer2	Prosalpha1	Layer2
Rpn3	Layer2	Uch-L5	Layer2
Rpn3	Layer2	TER94	Layer2
Rpn3	Layer2	Prosalpha6	Layer2
Rpn3	Layer2	Prosbeta7	Layer2
Rpn3	Layer2	Prosalpha7	Layer2
Rpn3	Layer2	Rpt4R	Layer2
Rpn3	Layer2	Rpn2	Layer2
Rpn3	Layer2	Rpt6R	Layer2
Rpn3	Layer2	Rpt2	Layer2
Rpn3	Layer2	Rpn5	Layer2
Rpn3	Layer2	Rpt1	Layer2
Rpn3	Layer2	Rpt5	Layer2
Rpn3	Layer2	Rpn6	Layer2
Rpn3	Layer2	Rpn13	Layer2
Rpn3	Layer2	Rpn12	Layer2
Rpn3	Layer2	Rpt6	Layer2
RpL30	Layer2	vig	Layer2
RpL30	Layer2	Nacalpha	Layer2
RpL30	Layer2	CG10576	Layer2
RpL30	Layer2	Srp72	Layer2
RpL30	Layer2	eIF4G	Layer2
RpL30	Layer2	bonsai	Layer2
RpL30	Layer2	eIF3-S8	Layer2
RpL30	Layer2	mago	Layer2
RpL30	Layer2	eIF3-S10	Layer2
RpL30	Layer2	CG5642	Layer2
RpL30	Layer2	mRpS5	Layer2
RpL30	Layer2	Rbp2	Layer2
RpL30	Layer2	mRpS10	Layer2
RpL30	Layer2	eIF-3p66	Layer2
RpL30	Layer2	Tctp	Layer2
RpL30	Layer2	eIF3-S9	Layer2
RpL30	Layer2	Tango7	Layer2
RpL30	Layer2	CG9769	Layer2
RpL30	Layer2	Trip1	Layer2
RpL30	Layer2	Srp54k	Layer2
RpL30	Layer2	Srp19	Layer2
RpL30	Layer2	RpS15Aa	Layer2
RpL30	Layer2	RpS15Ab	Layer2
RpL30	Layer2	RpS10a	Layer2
RpL30	Layer2	RpL18A	Layer2
RpL30	Layer2	RpS27	Layer2
RpL30	Layer2	RpL12	Layer2
RpL30	Layer2	RpS12	Layer2
RpL30	Layer2	RpS18	Layer2
RpL30	Layer2	RpS17	Layer2
RpL30	Layer2	RpS2	Layer2
RpL30	Layer2	RpL11	Layer2
RpL30	Layer2	RpS7	Layer2
RpL30	Layer2	RpS14a	Layer2
RpL30	Layer2	RpS4	Layer2
RpL30	Layer2	RpS8	Layer2
RpL30	Layer2	RpS10b	Layer2
RpL30	Layer2	RpLP2	Layer2
RpL30	Layer2	RpL13	Layer2
RpL30	Layer2	RpS16	Layer2
RpL30	Layer2	RpS3	Layer2
RpL30	Layer2	RpS13	Layer2
RpL30	Layer2	RpS11	Layer2
RpL30	Layer2	RpS6	Layer2
RpL30	Layer2	RpL3	Layer2
RpL30	Layer2	RpL10Ab	Layer2
RpL30	Layer2	RpS23	Layer2
RpL30	Layer2	RpL4	Layer2
RpL30	Layer2	sta	Layer2
RpS10a	Layer2	Tctp	Layer2
RpS10a	Layer2	eEF1delta	Layer2
RpS10a	Layer2	bonsai	Layer2
RpS10a	Layer2	mRpS10	Layer2
RpS10a	Layer2	RpS10b	Layer2
RpS10a	Layer2	Srp72	Layer2
RpS10a	Layer2	mago	Layer2
RpS10a	Layer2	CG5642	Layer2
RpS10a	Layer2	CG9769	Layer2
RpS10a	Layer2	eIF3-S10	Layer2
RpS10a	Layer2	Trip1	Layer2
RpS10a	Layer2	Srp19	Layer2
RpS10a	Layer2	Srp54k	Layer2
RpS10a	Layer2	RpS15Aa	Layer2
RpS10a	Layer2	sta	Layer2
RpS10a	Layer2	RpS2	Layer2
RpS10a	Layer2	RpS3	Layer2
RpS10a	Layer2	RpL10Ab	Layer2
RpS10a	Layer2	RpS4	Layer2
RpS10a	Layer2	RpS13	Layer2
RpS10a	Layer2	RpS6	Layer2
RpS10a	Layer2	RpS12	Layer2
RpS10a	Layer2	RpS16	Layer2
RpS10a	Layer2	RpS14a	Layer2
RpS10a	Layer2	RpS27	Layer2
RpS10a	Layer2	RpL13	Layer2
RpS10a	Layer2	RpL12	Layer2
RpS10a	Layer2	RpS17	Layer2
RpS10a	Layer2	RpL3	Layer2
RpS17	Layer2	CG7033	Layer2
RpS17	Layer2	CG5642	Layer2
RpS17	Layer2	bonsai	Layer2
RpS17	Layer2	RpS6	Layer2
RpS17	Layer2	RpL12	Layer2
RpS17	Layer2	RpL10Ab	Layer2
RpS17	Layer2	RpS15Aa	Layer2
RpS17	Layer2	RpS12	Layer2
RpS17	Layer2	sta	Layer2
RpS17	Layer2	RpS14a	Layer2
RpS17	Layer2	RpS4	Layer2
RpS17	Layer2	RpS16	Layer2
RpS17	Layer2	RpS10b	Layer2
RpLP0	Layer2	ATPsynbeta	Layer2
RpLP0	Layer2	Tcp-1zeta	Layer2
RpLP0	Layer2	T-cp1	Layer2
RpLP0	Layer2	CG7033	Layer2
RpLP0	Layer2	EfTuM	Layer2
RpLP0	Layer2	Nacalpha	Layer2
RpLP0	Layer2	bonsai	Layer2
RpLP0	Layer2	Tcp-1eta	Layer2
RpLP0	Layer2	mRpS10	Layer2
RpLP0	Layer2	ade3	Layer2
RpLP0	Layer2	Cct5	Layer2
RpLP0	Layer2	mRpS5	Layer2
RpLP0	Layer2	eEF1delta	Layer2
RpLP0	Layer2	Srp72	Layer2
RpLP0	Layer2	eIF4G	Layer2
RpLP0	Layer2	mRpS9	Layer2
RpLP0	Layer2	Rbp2	Layer2
RpLP0	Layer2	mago	Layer2
RpLP0	Layer2	CG5642	Layer2
RpLP0	Layer2	eIF3-S8	Layer2
RpLP0	Layer2	Elf	Layer2
RpLP0	Layer2	eIF3-S10	Layer2
RpLP0	Layer2	CG10576	Layer2
RpLP0	Layer2	mRpL12	Layer2
RpLP0	Layer2	mRpS7	Layer2
RpLP0	Layer2	Tctp	Layer2
RpLP0	Layer2	Srp19	Layer2
RpLP0	Layer2	Tango7	Layer2
RpLP0	Layer2	eIF-2gamma	Layer2
RpLP0	Layer2	eIF-3p66	Layer2
RpLP0	Layer2	CG9769	Layer2
RpLP0	Layer2	eIF3-S9	Layer2
RpLP0	Layer2	RpS15Aa	Layer2
RpLP0	Layer2	Srp54k	Layer2
RpLP0	Layer2	Trip1	Layer2
RpLP0	Layer2	RpS15Ab	Layer2
RpLP0	Layer2	eRF1	Layer2
RpLP0	Layer2	RpS14a	Layer2
RpLP0	Layer2	RpS10a	Layer2
RpLP0	Layer2	Ef1beta	Layer2
RpLP0	Layer2	RpS6	Layer2
RpLP0	Layer2	RpS13	Layer2
RpLP0	Layer2	RpS23	Layer2
RpLP0	Layer2	sta	Layer2
RpLP0	Layer2	RpS11	Layer2
RpLP0	Layer2	RpS16	Layer2
RpLP0	Layer2	RpS7	Layer2
RpLP0	Layer2	RpS27	Layer2
RpLP0	Layer2	RpL10	Layer2
RpLP0	Layer2	RpS3	Layer2
RpLP0	Layer2	RpS10b	Layer2
RpLP0	Layer2	RpS8	Layer2
RpLP0	Layer2	RpLP2	Layer2
RpLP0	Layer2	RpS12	Layer2
RpLP0	Layer2	RpL3	Layer2
RpLP0	Layer2	Rack1	Layer2
RpLP0	Layer2	RpL13	Layer2
RpLP0	Layer2	RpL26	Layer2
RpLP0	Layer2	RpL30	Layer2
RpLP0	Layer2	RpL18A	Layer2
RpLP0	Layer2	RpL4	Layer2
RpLP0	Layer2	RpL10Ab	Layer2
RpLP0	Layer2	RpS18	Layer2
RpLP0	Layer2	RpS3A	Layer2
RpLP0	Layer2	RpL12	Layer2
RpLP0	Layer2	RpL11	Layer2
RpLP0	Layer2	RpS2	Layer2
RpLP0	Layer2	RpS4	Layer2
RpLP0	Layer2	RpS17	Layer2
eRF1	Layer2	bonsai	Layer2
eRF1	Layer2	T-cp1	Layer2
eRF1	Layer2	eIF3-S8	Layer2
eRF1	Layer2	CG8635	Layer2
eRF1	Layer2	CG7033	Layer2
eRF1	Layer2	Cctgamma	Layer2
eRF1	Layer2	mRpS5	Layer2
eRF1	Layer2	mRpS10	Layer2
eRF1	Layer2	wuho	Layer2
eRF1	Layer2	RpS15Ab	Layer2
eRF1	Layer2	RpS14a	Layer2
eRF1	Layer2	RpS15Aa	Layer2
eRF1	Layer2	eIF3-S10	Layer2
eRF1	Layer2	pAbp	Layer2
eRF1	Layer2	CG10576	Layer2
eRF1	Layer2	RpS17	Layer2
eRF1	Layer2	eIF-2gamma	Layer2
eRF1	Layer2	Trip1	Layer2
eRF1	Layer2	mago	Layer2
eRF1	Layer2	RpLP2	Layer2
eRF1	Layer2	eIF3-S9	Layer2
eRF1	Layer2	eIF4G	Layer2
eRF1	Layer2	Rack1	Layer2
eRF1	Layer2	RpS10a	Layer2
eRF1	Layer2	RpS10b	Layer2
eRF1	Layer2	RpL3	Layer2
eRF1	Layer2	RpL10Ab	Layer2
eRF1	Layer2	RpS27	Layer2
eRF1	Layer2	RpS12	Layer2
eRF1	Layer2	RpS7	Layer2
eRF1	Layer2	RpS18	Layer2
eRF1	Layer2	RpL12	Layer2
eRF1	Layer2	RpS23	Layer2
eRF1	Layer2	RpL18A	Layer2
eRF1	Layer2	RpS16	Layer2
eRF1	Layer2	RpL30	Layer2
eRF1	Layer2	RpS11	Layer2
eRF1	Layer2	RpS3	Layer2
eRF1	Layer2	RpS3A	Layer2
eRF1	Layer2	sta	Layer2
eRF1	Layer2	RpS13	Layer2
eRF1	Layer2	RpS6	Layer2
eRF1	Layer2	RpS8	Layer2
eRF1	Layer2	RpL4	Layer2
eRF1	Layer2	RpS4	Layer2
eRF1	Layer2	RpL11	Layer2
eRF1	Layer2	RpS2	Layer2
eRF1	Layer2	RpL13	Layer2
Elf	Layer2	ade5	Layer2
Elf	Layer2	mRpS7	Layer2
Elf	Layer2	RpS15Aa	Layer2
Elf	Layer2	RpS15Ab	Layer2
Elf	Layer2	T-cp1	Layer2
Elf	Layer2	eIF3-S9	Layer2
Elf	Layer2	Cctgamma	Layer2
Elf	Layer2	RpS17	Layer2
Elf	Layer2	CG33123	Layer2
Elf	Layer2	Cct5	Layer2
Elf	Layer2	RpS14a	Layer2
Elf	Layer2	eIF3-S8	Layer2
Elf	Layer2	eIF3-S10	Layer2
Elf	Layer2	eIF-2gamma	Layer2
Elf	Layer2	RpL10Ab	Layer2
Elf	Layer2	RpLP2	Layer2
Elf	Layer2	mago	Layer2
Elf	Layer2	RpL13	Layer2
Elf	Layer2	RpL3	Layer2
Elf	Layer2	RpL30	Layer2
Elf	Layer2	RpL18A	Layer2
Elf	Layer2	RpL12	Layer2
Elf	Layer2	RpL11	Layer2
Elf	Layer2	Rack1	Layer2
Elf	Layer2	RpL4	Layer2
Elf	Layer2	RpS4	Layer2
Elf	Layer2	RpS10b	Layer2
Elf	Layer2	RpS10a	Layer2
Elf	Layer2	RpS12	Layer2
Elf	Layer2	eIF4G	Layer2
Elf	Layer2	RpS11	Layer2
Elf	Layer2	RpS13	Layer2
Elf	Layer2	RpS27	Layer2
Elf	Layer2	RpS8	Layer2
Elf	Layer2	RpS16	Layer2
Elf	Layer2	RpS3	Layer2
Elf	Layer2	sta	Layer2
Elf	Layer2	RpS23	Layer2
Elf	Layer2	RpS18	Layer2
Elf	Layer2	RpS7	Layer2
Elf	Layer2	RpS6	Layer2
Elf	Layer2	RpS3A	Layer2
Elf	Layer2	RpS2	Layer2
Elf	Layer2	pAbp	Layer2
Elf	Layer2	eRF1	Layer2
RpS15Aa	Layer2	bonsai	Layer2
RpS15Aa	Layer2	RpL12	Layer2
RpS15Aa	Layer2	sta	Layer2
RpS15Aa	Layer2	RpS6	Layer2
RpS15Aa	Layer2	RpS16	Layer2
RpS15Aa	Layer2	RpS14a	Layer2
RpS27	Layer2	vig	Layer2
RpS27	Layer2	Srp72	Layer2
RpS27	Layer2	mRpS10	Layer2
RpS27	Layer2	bonsai	Layer2
RpS27	Layer2	mago	Layer2
RpS27	Layer2	Tctp	Layer2
RpS27	Layer2	CG5642	Layer2
RpS27	Layer2	CG9769	Layer2
RpS27	Layer2	Trip1	Layer2
RpS27	Layer2	eIF3-S10	Layer2
RpS27	Layer2	Srp19	Layer2
RpS27	Layer2	Srp54k	Layer2
RpS27	Layer2	RpS13	Layer2
RpS27	Layer2	RpS17	Layer2
RpS27	Layer2	RpS4	Layer2
RpS27	Layer2	RpS2	Layer2
RpS27	Layer2	RpL13	Layer2
RpS27	Layer2	RpL12	Layer2
RpS27	Layer2	RpS6	Layer2
RpS27	Layer2	RpS12	Layer2
RpS27	Layer2	RpS10b	Layer2
RpS27	Layer2	sta	Layer2
RpS27	Layer2	RpS16	Layer2
RpS27	Layer2	RpS14a	Layer2
RpS27	Layer2	RpL10Ab	Layer2
RpS27	Layer2	RpL3	Layer2
RpS27	Layer2	RpS3	Layer2
RpS27	Layer2	RpS15Aa	Layer2
RpS18	Layer2	Rpt6R	Layer2
RpS18	Layer2	Rpt6	Layer2
RpS18	Layer2	Tcp-1eta	Layer2
RpS18	Layer2	Rpt2	Layer2
RpS18	Layer2	vig	Layer2
RpS18	Layer2	ade3	Layer2
RpS18	Layer2	Srp72	Layer2
RpS18	Layer2	mago	Layer2
RpS18	Layer2	bonsai	Layer2
RpS18	Layer2	Tctp	Layer2
RpS18	Layer2	CG5642	Layer2
RpS18	Layer2	mRpL12	Layer2
RpS18	Layer2	mRpS10	Layer2
RpS18	Layer2	mRpS9	Layer2
RpS18	Layer2	eIF3-S10	Layer2
RpS18	Layer2	CG9769	Layer2
RpS18	Layer2	Srp19	Layer2
RpS18	Layer2	Srp54k	Layer2
RpS18	Layer2	Trip1	Layer2
RpS18	Layer2	RpS12	Layer2
RpS18	Layer2	RpS2	Layer2
RpS18	Layer2	RpS16	Layer2
RpS18	Layer2	sta	Layer2
RpS18	Layer2	RpL10Ab	Layer2
RpS18	Layer2	RpL4	Layer2
RpS18	Layer2	RpS14a	Layer2
RpS18	Layer2	RpS17	Layer2
RpS18	Layer2	RpS3	Layer2
RpS18	Layer2	RpS4	Layer2
RpS18	Layer2	RpL3	Layer2
RpS18	Layer2	RpS10a	Layer2
RpS18	Layer2	RpS13	Layer2
RpS18	Layer2	RpS10b	Layer2
RpS18	Layer2	RpL13	Layer2
RpS18	Layer2	RpL12	Layer2
RpS18	Layer2	RpS15Aa	Layer2
RpS18	Layer2	RpS6	Layer2
RpS18	Layer2	RpS27	Layer2
RpS10b	Layer2	bonsai	Layer2
RpS10b	Layer2	mago	Layer2
RpS10b	Layer2	RpS15Aa	Layer2
RpS10b	Layer2	RpS16	Layer2
RpS10b	Layer2	RpS14a	Layer2
RpS10b	Layer2	RpL12	Layer2
RpS10b	Layer2	sta	Layer2
RpS10b	Layer2	RpS6	Layer2
RpS3A	Layer2	CG7048	Layer2
RpS3A	Layer2	Nacalpha	Layer2
RpS3A	Layer2	vig	Layer2
RpS3A	Layer2	eEF1delta	Layer2
RpS3A	Layer2	Cct5	Layer2
RpS3A	Layer2	CG8258	Layer2
RpS3A	Layer2	CG7033	Layer2
RpS3A	Layer2	Tcp-1eta	Layer2
RpS3A	Layer2	Srp72	Layer2
RpS3A	Layer2	mRpS5	Layer2
RpS3A	Layer2	Rbp2	Layer2
RpS3A	Layer2	mRpS10	Layer2
RpS3A	Layer2	eIF4G	Layer2
RpS3A	Layer2	bonsai	Layer2
RpS3A	Layer2	mago	Layer2
RpS3A	Layer2	CG5642	Layer2
RpS3A	Layer2	eIF-3p66	Layer2
RpS3A	Layer2	eIF3-S8	Layer2
RpS3A	Layer2	Srp54k	Layer2
RpS3A	Layer2	eIF3-S10	Layer2
RpS3A	Layer2	Srp19	Layer2
RpS3A	Layer2	CG9769	Layer2
RpS3A	Layer2	ade3	Layer2
RpS3A	Layer2	Trip1	Layer2
RpS3A	Layer2	Tango7	Layer2
RpS3A	Layer2	eIF3-S9	Layer2
RpS3A	Layer2	Tctp	Layer2
RpS3A	Layer2	RpS12	Layer2
RpS3A	Layer2	RpS13	Layer2
RpS3A	Layer2	RpS2	Layer2
RpS3A	Layer2	RpS17	Layer2
RpS3A	Layer2	RpS15Ab	Layer2
RpS3A	Layer2	RpL13	Layer2
RpS3A	Layer2	RpS15Aa	Layer2
RpS3A	Layer2	RpS8	Layer2
RpS3A	Layer2	RpS10a	Layer2
RpS3A	Layer2	RpS4	Layer2
RpS3A	Layer2	RpL11	Layer2
RpS3A	Layer2	RpS23	Layer2
RpS3A	Layer2	RpS7	Layer2
RpS3A	Layer2	RpLP2	Layer2
RpS3A	Layer2	sta	Layer2
RpS3A	Layer2	RpS6	Layer2
RpS3A	Layer2	RpL12	Layer2
RpS3A	Layer2	RpS11	Layer2
RpS3A	Layer2	RpL30	Layer2
RpS3A	Layer2	RpL3	Layer2
RpS3A	Layer2	RpS3	Layer2
RpS3A	Layer2	RpS14a	Layer2
RpS3A	Layer2	RpL10Ab	Layer2
RpS3A	Layer2	RpL18A	Layer2
RpS3A	Layer2	RpS27	Layer2
RpS3A	Layer2	RpL4	Layer2
RpS3A	Layer2	RpS16	Layer2
RpS3A	Layer2	RpS18	Layer2
RpS3A	Layer2	RpS10b	Layer2
RpS16	Layer2	mago	Layer2
RpS16	Layer2	RpS14a	Layer2
RpS16	Layer2	RpS6	Layer2
RpS16	Layer2	sta	Layer2
RpS15Ab	Layer2	vig	Layer2
RpS15Ab	Layer2	CG9769	Layer2
RpS15Ab	Layer2	ade3	Layer2
RpS15Ab	Layer2	EfTuM	Layer2
RpS15Ab	Layer2	Srp19	Layer2
RpS15Ab	Layer2	eIF3-S9	Layer2
RpS15Ab	Layer2	eIF3-S10	Layer2
RpS15Ab	Layer2	eIF3-S8	Layer2
RpS15Ab	Layer2	bonsai	Layer2
RpS15Ab	Layer2	mRpS10	Layer2
RpS15Ab	Layer2	Srp54k	Layer2
RpS15Ab	Layer2	Tango7	Layer2
RpS15Ab	Layer2	Tctp	Layer2
RpS15Ab	Layer2	mRpS9	Layer2
RpS15Ab	Layer2	mRpL12	Layer2
