SCENE_PAN	 	 	 	 	 	 	 	 
0	0	0.578739249	#000000	 	 	 	 	 
SCENE_SPHERE	 	 	 	 	 	 	 	 
0.309473704968813	-0.329635272691083	0.0181231412426912	 	 	 	 	 	 
LAYERS	 	 	 	 	 	 	 	 
-888.75	0	0	1	0	0	0	#777777	1001.90476190476
-533.25	0	0	1	0	0	0	#777777	1001.90476190476
-177.75	0	0	1	0	0	0	#777777	1001.90476190476
177.75	0	0	1	0	0	0	#777777	1001.90476190476
533.25	0	0	1	0	0	0	#777777	1001.90476190476
888.75	0	0	1	0	0	0	#777777	1001.90476190476
NODES	 	 	 	 	 	 	 	 
2	Layer1	0	-500.952380952381	-420.8	0.545454545454545	#63b598	 	 
1	Layer1	0	-389.62962962963	420.8	2.18181818181818	#63b598	 	 
3	Layer1	0	-389.62962962963	-420.8	0.727272727272727	#63b598	 	 
4	Layer1	0	-278.306878306878	-420.8	0.545454545454545	#63b598	 	 
5	Layer1	0	-166.984126984127	-420.8	0.545454545454545	#63b598	 	 
6	Layer1	0	-55.6613756613756	-420.8	0.5	#63b598	 	 
7	Layer1	0	55.6613756613756	-420.8	0.5	#63b598	 	 
8	Layer1	0	166.984126984127	-420.8	0.5	#63b598	 	 
9	Layer1	0	278.306878306878	-420.8	0.5	#63b598	 	 
10	Layer1	0	389.62962962963	-420.8	0.681818181818182	#63b598	 	 
11	Layer1	0	500.952380952381	-420.8	0.5	#63b598	 	 
12	Layer1	0	-500.952380952381	-327.288888888889	0.5	#63b598	 	 
13	Layer1	0	-389.62962962963	-327.288888888889	0.590909090909091	#63b598	 	 
14	Layer1	0	-278.306878306878	-327.288888888889	0.590909090909091	#63b598	 	 
16	Layer1	0	-166.984126984127	-327.288888888889	0.545454545454545	#63b598	 	 
17	Layer1	0	-55.6613756613756	-327.288888888889	0.863636363636364	#63b598	 	 
18	Layer1	0	55.6613756613756	-327.288888888889	0.5	#63b598	 	 
19	Layer1	0	166.984126984127	-327.288888888889	0.5	#63b598	 	 
20	Layer1	0	278.306878306878	-327.288888888889	0.5	#63b598	 	 
21	Layer1	0	389.62962962963	-327.288888888889	0.636363636363636	#63b598	 	 
22	Layer1	0	500.952380952381	-327.288888888889	0.545454545454545	#63b598	 	 
23	Layer1	0	-500.952380952381	-233.777777777778	0.590909090909091	#63b598	 	 
24	Layer1	0	-389.62962962963	-233.777777777778	0.5	#63b598	 	 
25	Layer1	0	-278.306878306878	-233.777777777778	0.5	#63b598	 	 
26	Layer1	0	-166.984126984127	-233.777777777778	0.5	#63b598	 	 
27	Layer1	0	-55.6613756613756	-233.777777777778	0.5	#63b598	 	 
28	Layer1	0	55.6613756613756	-233.777777777778	0.5	#63b598	 	 
30	Layer1	0	166.984126984127	-233.777777777778	0.545454545454545	#63b598	 	 
